product_name,price,unit,unit_price,image_name,integration_date,supermarket
Ferrero Rocher desszert gúlában,3519,Ft,1kg=10054Ft,ferrero-rocher-t28-gula-350g-2004020037974-1-5k.png,2021-11-11 15:36:06.419039,tesco
Ferrero Rondnoir desszert,2199,Ft,1kg=15935Ft,rondnoir-t14-138g-2004020303341-1-5k.png,2021-11-11 15:36:06.419039,tesco
Finish mosogatógép-tabletta,4499,Ft/cs,,finish-mosogatogep-tabletta-2004020302967-1-5k.png,2021-11-11 15:36:06.420495,tesco
Fisher-Price labdává alakuló majom,4599,Ft,,fisher-price-labdava-alakulo-vizilo-2005100363846-1-5k.png,2021-11-11 15:36:06.421532,tesco
"Fitactive bolha-, és kullancsriasztó",1999,Ft,,fitactive-bolha-es-kullancsriaszto-2004020316716-1-5k.png,2021-11-11 15:36:06.421532,tesco
Fred & Flo 5 Junior 11-18 kg pelenka 88 db,4599,Ft/db,1db=52.26Ft,fred-flo-5-junior-11-18-kg-pelenka-88-db-2005100501502.png,2021-11-11 15:36:06.422490,tesco
Fred & Flo fültisztító pálcika 60 db,169,Ft/db,1db=2.82Ft,fred-flo-fultisztito-palcika-60-db-2005100444098.png,2021-11-11 15:36:06.423502,tesco
Fred & Flo nedves babatörlő kendő,339,Ft/cs,1db=4.71Ft,fred-flo-baba-torlokendo-72db-2005100295265-1-5k.png,2021-11-11 15:36:06.423502,tesco
Fred & Flo Ultra Dry pelenka,2119,Ft/cs,1db=42Ft,fred-flo-ultra-dry-pelenka-2005100501529-1-5k.png,2021-11-11 15:36:06.423502,tesco
Frico szeletelt sajt,399,Ft/cs,1kg=3990Ft,frico-szeletelt-sajt-2004120787942-1-5k.png,2021-11-11 15:36:06.423502,tesco
Friskies száraz kutyaeledel,4699,Ft/cs,,friskies-szaraz-kutyaeledel-2004002964399-1-5k.png,2021-11-11 15:36:06.423502,tesco
Friss csirkecomb farrésszel,119,Ft/db,1kg=599Ft,friss-csirkecomb-farresszel-2004008315102.png,2021-11-11 15:36:06.423502,tesco
Friss csirkemell filé,374,Ft/db,1kg=1499Ft,friss-csirkemell-file-2004003176258.png,2021-11-11 15:36:06.423502,tesco
Friss csirkemellfilé,749,Ft/cs,1kg=1498Ft,friss-csirkemellfile-2004120841550-2-5k.png,2021-11-11 15:36:06.423502,tesco
Friss halászlé afrikai harcsafilével,1799,Ft,,friss-halaszle-afrikai-harcsafilevel-2004020325580-1-5k.png,2021-11-11 15:36:06.423502,tesco
Friss magyar egész csirke,539,Ft/kg,,friss-magyar-egesz-csirke-2004002638115-1-5k.png,2021-11-11 15:36:06.423502,tesco
Friss magyar GMO-mentes csirkecombfilé,1499,Ft/kg,,friss-magyar-gmo-mentes-csirkecomb-file-2004020306763-1-5k.png,2021-11-11 15:36:06.423502,tesco
Friss magyar GMO-mentes csirkemellfilé,1999,Ft/kg,,friss-magyar-gmo-mentes-csirkemell-file-2004020306795-1-5k.png,2021-11-11 15:36:06.423502,tesco
Friss magyar GMO-mentes csirkeszárny,899,Ft/kg,,friss-magyar-gmo-mentes-csirkeszarny-2004020306733-1-5k.png,2021-11-11 15:36:06.432700,tesco
Friss magyar sertéscomb,999,Ft,,friss-magyar-sertescomb-2004007357660-1-5k.png,2021-11-11 15:36:06.433452,tesco
Friss magyar sertéskaraj,1149,Ft/kg,,friss-magyar-serteskaraj-2004008600512-1-5k.png,2021-11-11 15:36:06.434451,tesco
Friss marhanyak,2249,Ft/kg,,friss-marhanyak-2004010277894-1-5k.png,2021-11-11 15:36:06.434818,tesco
Friss sertés húsoscsont,429,Ft/kg,,friss-sertes-husoscsont-2004007358940-1-5k.png,2021-11-11 15:36:06.435975,tesco
Fröccs kártyajáték,6699,Ft,,froccs-kartyajatek-2005100579817-1-5k.png,2021-11-11 15:36:06.435975,tesco
Frosta zöldségkeverék,649,Ft/cs,1kg=1623Ft,frosta-zoldsegkeverek-2004120391718-1-5k.png,2021-11-11 15:36:06.436972,tesco
Függődekoráció készlet,1399,Ft/cs,,fuggodekoracio-keszlet-2005100612285-1-5k.png,2021-11-11 15:36:06.438092,tesco
Fürtös paradicsom,119,Ft/db,1kg=799Ft,furtos-paradicsom-2004003274480.png,2021-11-11 15:36:06.438092,tesco
Fütyülős likőr,3059,Ft/db,1l=6118Ft,futyulos-likor-0-5l-2004020252731-1-5k.png,2021-11-11 15:36:06.439131,tesco
"Gabi fürdető, tusfürdő vagy sampon",858,Ft/db,1l=2145Ft,gabi-baba-furdeto-termekek-2004008548036-1-5k.png,2021-11-11 15:36:06.440119,tesco
Gazdálkodj okosan! társasjáték,3799,Ft,,gazdalkodj-okosan-tarsasjatek-2005100620642-1-5k.png,2021-11-11 15:36:06.440119,tesco
Glade automata légfrissítő készülék,1439,Ft/cs,1l=5330Ft,glade-automata-legfrissito-keszulek-2004020321713-1-5k.png,2021-11-11 15:36:06.440119,tesco
Gliss sampon,999,Ft/db,1l=2498Ft,gliss-400ml-es-sampon-2004010215858-1-5k.png,2021-11-11 15:36:06.442909,tesco
Glitzeez baba hercegnő,3699,Ft,,glitzeez-baba-hercegno-2005100556574-1-5k.png,2021-11-11 15:36:06.443941,tesco
Glitzeez Fantasy babák,4899,Ft/szett,,glitzeez-fantasy-babak-2005100594325-1-5k.png,2021-11-11 15:36:06.444912,tesco
Glitzeez távirányítós autó,5199,Ft/szett,,glitzeez-taviranyitos-auto-2005100544033-1-5k.png,2021-11-11 15:36:06.444912,tesco
Globetti magozott meggybefőtt,499,Ft,1kg=1426Ft,globetti-magozott-meggybefott-2004009799932-1-5k.png,2021-11-11 15:36:06.445949,tesco
Globus csemege ketchup,543,Ft,1kg=1120Ft,globus-csemege-ketchup-485-g-2004020255433-1-5k.png,2021-11-11 15:36:06.446947,tesco
Globus majonéz,615,Ft,1kg=1482Ft,globus-majonez-flakonos-415-gr-2004020284584-1-5k.png,2021-11-11 15:36:06.446947,tesco
Go for Expert All In One Lemon mosogatógép tabletta 40 x 18 g,1149,Ft/db,1db=28.73Ft,go-for-expert-all-in-one-lemon-mosogatogep-tabletta-40-x-18-g-2004020200975.png,2021-11-11 15:36:06.446947,tesco
Go for Expert All in One mosogatógép tabletta 40 x 18 g,1149,Ft/db,1db=28.73Ft,go-for-expert-all-in-one-mosogatogep-tabletta-40-x-18-g-2004020200970.jpg,2021-11-11 15:36:06.446947,tesco
Go For Expert általános tisztítószer,359,Ft,,go-for-expert-altalanos-tisztitoszer-2004020200977-1-5k.png,2021-11-11 15:36:06.446947,tesco
Go for Expert Classic mosogatógép tabletta 60 x 15 g,959,Ft/db,1db=15.98Ft,go-for-expert-classic-mosogatogep-tabletta-60-x-15-g-2004020200971.jpg,2021-11-11 15:36:06.446947,tesco
Go for Expert Eco Friendly ökológiai WC-tisztító szer 1 l,549,Ft/db,1l=549Ft,go-for-expert-eco-friendly-okologiai-wc-tisztito-szer-1-l-2005100242349.png,2021-11-11 15:36:06.446947,tesco
Go for Expert Eco környezetbarát fürdőszobai és konyhai szórófejes tisztítószer,819,Ft,1l=1092Ft,go-for-expert-eco-kornyezetbarat-furdoszobai-vagy-konyhai-szorofejes-tisztitoszer-2005100241416-1-5k.png,2021-11-11 15:36:06.446947,tesco
Go for Expert mosogatószer,359,Ft,1l=399Ft,go-for-expert-mosogatoszer-2005100241583-1-5k.png,2021-11-11 15:36:06.446947,tesco
Go for Expert mosószer kapszulák színes ruhákhoz 20 mosás 490 ml,1549,Ft/db,1db=77.45Ft,go-for-expert-mososzer-kapszulak-szines-ruhakhoz-20-mosas-490-ml-2004020200974.jpg,2021-11-11 15:36:06.446947,tesco
Go For Expert padlótisztító,549,Ft,,go-for-expert-padlotisztito-2005100501173-1-5k.png,2021-11-11 15:36:06.446947,tesco
Go For Expert szórófejes tisztítószer,399,Ft,1l=532Ft,go-for-expert-szorofejes-tisztitoszer-2005100396916-1-5k.png,2021-11-11 15:36:06.454345,tesco
Go For Expert tisztítókendő,449,Ft/cs,1db=5.61Ft,go-for-expert-tisztito-kendokre-2005100396824-1-5k.png,2021-11-11 15:36:06.454345,tesco
Go for Expert univerzális mosószer kapszulák 20 mosás 490 ml,1549,Ft/db,1db=77.45Ft,go-for-expert-univerzalis-mososzer-kapszulak-20-mosas-490-ml-2004020200968.jpg,2021-11-11 15:36:06.455519,tesco
GO Play az első szintetizátorom,3999,Ft,,go-play-az-elso-szintetizatorom-2005100596491-1-5k.png,2021-11-11 15:36:06.456559,tesco
GO Play első gitárom,2399,Ft,,go-play-elso-gitarom-2005100596464-1-5k.png,2021-11-11 15:36:06.456559,tesco
GO Play Emmi baba gyereküléssel,4199,Ft/szett,,go-play-emmi-babakocsi-babaval-2005100596517-1-5k.png,2021-11-11 15:36:06.456559,tesco
GO Play Emmi baba jégkrém játékszett,4499,Ft/szett,,go-play-emmi-baba-jegkrem-jatekszett-2005100596039-1-5k.png,2021-11-11 15:36:06.456559,tesco
GO Play Emmi baba orvosi kiegészítőkkel,5099,Ft/szett,,go-play-emmi-baba-orvosi-kiegeszitokkel-2005100597193-1-5k.png,2021-11-11 15:36:06.459381,tesco
GO Play Emmi és Eddie,5299,Ft/szett,,go-play-emmi-es-eddie-2005100596042-1-5k.png,2021-11-11 15:36:06.460421,tesco
GO Play Emmi etetős baba,7199,Ft/szett,,go-play-emmi-etetos-baba-2005100596516-1-5k.png,2021-11-11 15:36:06.460421,tesco
GO Play Emmi karrierbaba,2699,Ft/db,,go-play-emmi-hordozo-baba-2005100596446-1-5k.png,2021-11-11 15:36:06.461704,tesco
GO Play Emmi öltözet,1299,Ft/db,,go-play-emmi-baba-hordozo-oltozettel-2005100596447-1-5k.png,2021-11-11 15:36:06.462701,tesco
GO Play Emmi ottalvós hátizsák,3999,Ft,,go-play-emmi-baba-ottalvos-hatizsakkal-2005100596038-1-5k.png,2021-11-11 15:36:06.462701,tesco
GO Play fa rakosgató játék,4499,Ft/cs,,go-play-fa-rakosgato-jatek-2005100596466-1-5k.png,2021-11-11 15:36:06.463699,tesco
GO Play fa szerzámkészlet,2599,Ft/szett,,go-play-fa-szerzamkeszlet-2005100600458-1-5k.png,2021-11-11 15:36:06.464696,tesco
GO Play fa tologatós kocsi,4399,Ft/szett,,go-play-fa-tologatos-kocsi-2005100598858-2-5k.png,2021-11-11 15:36:06.465726,tesco
GO Play fa vonat,4399,Ft/szett,,go-play-fa-vonat-2005100596469-2-5k.png,2021-11-11 15:36:06.465726,tesco
GO Play fa vonatkészlet,4699,Ft/szett,,go-play-fa-vonat-keszlet-2005100598856-1-5k.png,2021-11-11 15:36:06.466729,tesco
GO Play helikopter,4799,Ft/db,,go-play-helikopter-2005100598157-1-5k.png,2021-11-11 15:36:06.467726,tesco
GO Play húzós fa xilifon játék,4299,Ft,,go-play-huzos-fa-xilifon-jatek-2005100600463-1-5k.png,2021-11-11 15:36:06.467726,tesco
GO Play Mega autószállító,7499,Ft/szett,,go-play-mega-autoszallito-2005100597541-1-5k.png,2021-11-11 15:36:06.467726,tesco
GO Play mentő állomás,5999,Ft/szett,,go-play-mento-allomas-2005100596054-1-5k.png,2021-11-11 15:36:06.467726,tesco
GO Play tekergős állatbabajáték,3299,Ft,,go-play-tekergos-allat-baba-jatek-2005100596513-1-5k.png,2021-11-11 15:36:06.467726,tesco
GO Play Tesco benzinkút,3799,Ft/szett,,go-play-tesco-benzinkut-2005100596044-1-5k.png,2021-11-11 15:36:06.467726,tesco
GO Play Tesco élelmiszer-kiszállító autó,4799,Ft,,go-play-tesco-elelmiszer-kiszallito-auto-2005100598156-1-5k.png,2021-11-11 15:36:06.467726,tesco
GO Play tűzoltóautó,4799,Ft,,go-play-tuzolto-auto-2005100598154-1-5k.png,2021-11-11 15:36:06.467726,tesco
GO Play újrahasznosító autó,4799,Ft/szett,,go-play-ujrahasznosito-auto-2005100601102-1-5k.png,2021-11-11 15:36:06.467726,tesco
GO Play világító Emmi baba,3599,Ft,,go-play-vilagito-emmi-baba-2005100596037-1-5k.png,2021-11-11 15:36:06.467726,tesco
Green tree műfenyő,23790,Ft,,green-tree-mufenyo-2005100612172-1-5k.png,2021-11-11 15:36:06.475774,tesco
Gútai búzafinomliszt,165,Ft,,gutai-buzafinomliszt-2004009703533-1-5k.png,2021-11-11 15:36:06.477658,tesco
Gyerekbarkácsműhely játékszett,6699,Ft/szett,,gyerek-barkacsmuhely-szett-2005100614982-1-5k.png,2021-11-11 15:36:06.477658,tesco
Gyerekroller,5199,Ft/db,,gyerek-roller-2005100553297-1-5k.png,2021-11-11 15:36:06.478694,tesco
Győri Édes Zabfalatok zabpelyhes keksz,369,Ft,1kg=1512Ft,gyori-edes-zabfalatok-keksz-2004010213045-1-5k.png,2021-11-11 15:36:06.479890,tesco
Haas élesztő,229,Ft/cs,,haas-eleszto3x7g-2004120000768-1-5k.png,2021-11-11 15:36:06.479890,tesco
Habkarika,529,Ft/cs,1kg=3527Ft,habkarika-2004020193800-2-5k.png,2021-11-11 15:36:06.480890,tesco
Harry Potter beszélő Teszlek Süveg,10990,Ft,,yume-harry-potter-teszlek-suveg-2005100619268-1-5k.png,2021-11-11 15:36:06.480890,tesco
Harry Potter Kapd el az aranycikeszt társasjáték,7099,Ft,,harry-potter-kapd-el-az-aranycikeszt-tarsasjatek-2005100614009-1-5k.png,2021-11-11 15:36:06.482198,tesco
Hatchimals gyűjhető figurák,899,Ft,,hatchimals-gyujheto-figurak-2005100616101-1-5k.png,2021-11-11 15:36:06.483193,tesco
Hatchimals Pixies- Crystal Flyers repülő kristálybaba fénnyel,10390,Ft,,hatchimals-pixies-repulo-kristaly-baba-2005100613898-1-5k.png,2021-11-11 15:36:06.484229,tesco
Hausmeister Diana Solo mikrohullámú sütő,16990,Ft,,hausmeister-diana-mikrohullamu-suto-2005106777960-1-5k.png,2021-11-11 15:36:06.484229,tesco
"Hearty Food Co. ""B"" minőségű hosszú szemű rizs 4 x 100 g",359,Ft/db,1kg=897.5Ft,hearty-food-co-2005100501430.png,2021-11-11 15:36:06.484229,tesco
Hearty Food Co. cérnácska 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-cernacska-2-tojasos-szarazteszta-500-g-2004009349977.png,2021-11-11 15:36:06.484229,tesco
Hearty Food Co. copfocska 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-copfocska-2-tojasos-szarazteszta-500-g-2004009350058.png,2021-11-11 15:36:06.484229,tesco
Hearty Food Co. fodros nagykocka 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-fodros-nagykocka-2-tojasos-szarazteszta-500-g-2004009349984.png,2021-11-11 15:36:06.484229,tesco
"Hearty Food Co. gyorsfagyasztott, elősütött hasábburgonya 1 kg",399,Ft/db,1kg=399Ft,hearty-food-co-gyorsfagyasztott-elosutott-hasabburgonya-1-kg-2005100579752.png,2021-11-11 15:36:06.484229,tesco
Hearty Food Co. makaróni 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-makaroni-2-tojasos-szarazteszta-500-g-2004009349960.png,2021-11-11 15:36:06.484229,tesco
Hearty Food Co. orsó 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-orso-2-tojasos-szarazteszta-500-g-2004009350010.png,2021-11-11 15:36:06.484229,tesco
Hearty Food Co. rövidmetélt 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-rovidmetelt-2-tojasos-szarazteszta-500-g-2004009350027.png,2021-11-11 15:36:06.484229,tesco
Hearty Food Co. spagetti 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-spagetti-2-tojasos-szarazteszta-500-g-2004009350034.png,2021-11-11 15:36:06.484229,tesco
Hearty Food Co. szarvacska 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-szarvacska-2-tojasos-szarazteszta-500-g-2004009350003.png,2021-11-11 15:36:06.492455,tesco
Hearty Food Co. tarhonya 2 tojásos száraztészta 500 g,239,Ft/db,1kg=478Ft,hearty-food-co-tarhonya-2-tojasos-szarazteszta-500-g-2004009349991.png,2021-11-11 15:36:06.493452,tesco
Hedbanz ki kicsoda társas,4799,Ft,,hedbanz-ki-kicsoda-tarsas-2005100502808-1-5k.png,2021-11-11 15:36:06.493452,tesco
HelloFood pásztor-tarhonya,799,Ft,1kg=2421Ft,hellofood-keszetel-2004020324644-1-5k.png,2021-11-11 15:36:06.495483,tesco
Hermoine Granger játék baba,6599,Ft/szett,,hermoine-granger-jatekbaba-2005100616125-1-5k.png,2021-11-11 15:36:06.495780,tesco
Hewa szilikonos sütőpapír,415,Ft,1m=51.88Ft,hewa-szilikonos-sutopapir-2004008542225-1-5k.png,2021-11-11 15:36:06.496778,tesco
Hintaló,17590,Ft,,hintalo-2005100611053-1-5k.png,2021-11-11 15:36:06.497814,tesco
Hipp tasakos gyümölcspüré,399,Ft/db,,,2021-11-11 15:36:06.497814,tesco
Hit keksz,449,Ft/cs,1kg=2041Ft,hit-keksz-2004120562511-1-5k.png,2021-11-11 15:36:06.498925,tesco
Horváth Ilona-szakácskönyvek,1990,Ft/db-tól,,horvath-ilona-szakacskonyvek-2004020210073-1-5k.png,2021-11-11 15:36:06.499959,tesco
Hot Wheels autó,3299,Ft/szett,,hot-wheels-auto-2005108818975-1-5k.png,2021-11-11 15:36:06.500920,tesco
Hot Wheels Blastin Rig autószállító,5199,Ft/szett,,hot-wheels-kilovos-autoszallito-2005118527942-1-5k.png,2021-11-11 15:36:06.501916,tesco
Hot Wheels kisautó-szállító,3499,Ft/szett,,hot-wheels-kisauto-szallito-2005114145768-1-5k.png,2021-11-11 15:36:06.501916,tesco
Hot Wheels meglepetéscsomag,8199,Ft/szett,,hot-wheels-cars-3-jarmuvekre-2005100620567-1-5k.png,2021-11-11 15:36:06.501916,tesco
Hot Wheels Monster Trucks autó,3499,Ft,,hot-wheels-monster-trucks-auto-2005100612382-1-5k.png,2021-11-11 15:36:06.504687,tesco
Hot Wheels Street creeper vagy Sharkruiser autó,5099,Ft/db,,hot-wheels-street-creeper-vagy-sharkruiser-auto-2005100612383-1-5k.png,2021-11-11 15:36:06.504687,tesco
HuLaLa UHT cukrászati habalapanyag,599,Ft,1l=1198Ft,hulala-uht-cukraszati-habalapanyag-2004006599146-1-5k.png,2021-11-11 15:36:06.504687,tesco
Hurkatöltő,14990,Ft,,2005119160568-1-5k.png,2021-11-11 15:36:06.504687,tesco
I love VIP Pets figurák,6999,Ft,,i-love-vip-pets-figurak-2005100607197-1-5k.png,2021-11-11 15:36:06.504687,tesco
Interaktív robot,5699,Ft,,interaktiv-robot-2005100608298-1-5k.png,2021-11-11 15:36:06.504687,tesco
IP BASIC Fénymásoló papír,1099,Ft/cs,1db=2.20Ft,ip-basic-fenymasolopapir-2005107585434-1-5k.png,2021-11-11 15:36:06.504687,tesco
Jameson whiskey 2 db pohárral díszdobozban,6999,Ft/cs,1l=12557Ft,jameson-whiskey-2-db-poharral-diszdobozban-2004020303413-1-5k.png,2021-11-11 15:36:06.512691,tesco
Jancsi és Juliska társasjáték,7799,Ft,,jancsi-es-juliska-tarsasjatek-2005100625582-1-5k.png,2021-11-11 15:36:06.512691,tesco
Játék babakocsi,8999,Ft/szett,,bayer-jatek-babakocsi-2005118854222-1-5k.png,2021-11-11 15:36:06.520692,tesco
Játék és kreativitás,1199,Ft/db-tól,,jatek-es-kreativitas-2004020303205-1-5k.png,2021-11-11 15:36:06.521958,tesco
Játék szoftverek és gaming-kiegészítők,4999,Ft/db-tól,,jatekszoftverek-es-gaming-kiegeszitok-2004020269229-1-5k.png,2021-11-11 15:36:06.522956,tesco
Jégvarázs 2 fodrászolható fej,11290,Ft/szett,,jegvarazs-2-fodraszolhato-fej-2005100602112-1-5k.png,2021-11-11 15:36:06.524949,tesco
Jégvarázs kisgyermek-baba,7499,Ft/szett,,jegvarazs-kisgyermek-baba-2005100375336-2-5k.png,2021-11-11 15:36:06.525953,tesco
Jévarázs 2 zenélő Elza baba,6299,Ft,,jevarazs-2-zenelo-elza-baba-2005100607870-1-5k.png,2021-11-11 15:36:06.525953,tesco
Jogobella joghurt,249,Ft,1kg=623Ft,jogobella-joghurt-2004007066180-1-5k.png,2021-11-11 15:36:06.525953,tesco
Jogobella joghurtital,139,Ft,1kg=556Ft,jogobella-joghurtital-2004009589182-1-5k.png,2021-11-11 15:36:06.525953,tesco
Joya növényi alapú mandulaital,579,Ft,,joya-ital-2004120665326-1-5k.png,2021-11-11 15:36:06.525953,tesco
Julius K9 prémium konzerv kutyaeledel,649,Ft,1kg=523Ft,julius-k9-premium-konzerv-kutyaeledel-2004020316718-1-1k.png,2021-11-11 15:36:06.525953,tesco
Jurassic World díszpárna,1999,Ft,,jurassic-world-diszparna-2005100429802-1-5k.png,2021-11-11 15:36:06.534244,tesco
Jurassic World gyermek ágyneműhuzat-garnitúra,4899,Ft/szett,,jurassic-world-gyermek-agynemuhuzat-garnitura-2005100429804-1-5k.png,2021-11-11 15:36:06.535239,tesco
Kaiser bécsi virsli,949,Ft/cs,1kg=2373Ft,kaiser-becsi-vagy-frankfurti-virsli-2004020322256-2-5k.png,2021-11-11 15:36:06.536236,tesco
Kaiser sertés frankfurti virsli,169,Ft/db,1kg=1690Ft,kaiser-sertes-frankfurti-virsli-2004010572562.png,2021-11-11 15:36:06.536236,tesco
Kakaós csiga 90 g,99,Ft/db,1kg=1100Ft,kakaos-csiga-90-g-2004120263404.png,2021-11-11 15:36:06.536236,tesco
Kalinka vodka,3299,Ft,1l=4713Ft,kalinka-vodka-0-7l-2004008387444-1-5k.png,2021-11-11 15:36:06.539794,tesco
Kalumba gin,4799,Ft/db,1l=8427Ft,kalumba-spiced-gin-2004020222236-1-5k.png,2021-11-11 15:36:06.541791,tesco
Karácsonyi fadekoráció,559,Ft,,karacsonyi-fadekoracio-2005100611171-1-5k.png,2021-11-11 15:36:06.542684,tesco
Karácsonyi fényfüzér,1299,Ft,,karacsonyi-fenyfuzer-2005100600846-1-5k.png,2021-11-11 15:36:06.544682,tesco
Karácsonyi gömbdísz,949,Ft/cs,,karacsonyi-gombdisz-2005100597744-1-5k.png,2021-11-11 15:36:06.545679,tesco
Karácsonyi gömbdísz (4 cm),739,Ft/cs,1db=49Ft,karacsonyi-gombdisz-2005100493010-1-5k.png,2021-11-11 15:36:06.545679,tesco
Karácsonyi lapozók és mesekönyvek,959,Ft/db-tól,,karacsonyi-lapozok-es-mesekonyvek-2004020307445-1-5k.png,2021-11-11 15:36:06.545679,tesco
Karácsonyi róka függődísz,899,Ft,,2005100375931-1-5k.png,2021-11-11 15:36:06.545679,tesco
Karácsonyi szarvasos dekoráció,499,Ft,,karacsonyi-szarvasos-dekoracio-2005100598807-1-5k.png,2021-11-11 15:36:06.545679,tesco
Karácsonyi szarvasos függődísz,499,Ft,,2005100600435-1-5k.png,2021-11-11 15:36:06.545679,tesco
Kígyóuborka,299,Ft/db,1db=299Ft,kigyouborka-2004009252888.png,2021-11-11 15:36:06.554813,tesco
Kinder & Love tejcsokoládészív,379,Ft/db,,kinder-heart-g37x30-teli-2004020229168-1-5k.png,2021-11-11 15:36:06.556593,tesco
Kinder Bueno multipack,499,Ft/cs,1kg=5031Ft,kinder-bueno-t-2x3-129g-2004020312194-1-5k.png,2021-11-11 15:36:06.559748,tesco
Kinder meglepetés,215,Ft/db,,,2021-11-11 15:36:06.560425,tesco
Kinder Mikulás tejcsokoládés figura meglepetéssel,799,Ft,1kg=14653Ft,kinder-mikulas-figura-meglepetessel-75g-tejcsokolade-2004020013125-1-5k.png,2021-11-11 15:36:06.562461,tesco
Kinder Pingui multipack,379,Ft/cs,1kg=3158Ft,kinder-pingui-multipack-2004009806579-1-5k.png,2021-11-11 15:36:06.562862,tesco
Kindi Kids baba kiegészítőkkel,8599,Ft,,kindi-kids-baba-kiegeszitokkel-2005100618957-1-5k.png,2021-11-11 15:36:06.564049,tesco
Kingdomino társasjáték,5599,Ft,,kingdomino-tarsasjatek-2005100611678-1-5k.png,2021-11-11 15:36:06.565095,tesco
KitKat tejcsokoládé mikulás,599,Ft,1kg=11500Ft,kit-kat-tejcsokolade-mikulas-66g-2004020303353-1-5k.png,2021-11-11 15:36:06.566587,tesco
KitKat vagy KitKat Chunky ostyaszelet,169,Ft/db,,,2021-11-11 15:36:06.567614,tesco
Knoppers Minis töltött ostya multipack,949,Ft/cs,1kg=6595Ft,knoppers-minis-200g-2004020102365-1-5k.png,2021-11-11 15:36:06.567614,tesco
Knorr fűszerkeverékek,199,Ft/db,,,2021-11-11 15:36:06.567614,tesco
Knorr leves- vagy pörköltízesítő-kocka,429,Ft/db,1kg=3575Ft,knorr-kocka-120-gr-2004009729366-1-5k.png,2021-11-11 15:36:06.567614,tesco
Kőbányai dobozos világos sör,199,Ft/db,,,2021-11-11 15:36:06.567614,tesco
Kőbányai PET-palackos világos sör,699,Ft,1l=350Ft,kobanyai-pet-palackos-vilagos-sor-2004009756263-1-5k.png,2021-11-11 15:36:06.567614,tesco
Koktélparadicsom,349,Ft/cs,1kg=1396Ft,koktelparadicsom-2004005899391-2-5k.png,2021-11-11 15:36:06.575656,tesco
Kölln zabpehely,599,Ft/cs,1kg=1198Ft,kolln-zabpehely-2004010002533-1-5k.png,2021-11-11 15:36:06.575656,tesco
Kometa Ínyenc májas,399,Ft,1kg=2217Ft,kometa-inyenc-majas-2004020323504-1-5k.png,2021-11-11 15:36:06.575656,tesco
"Kometa Kemencés sült csülök, tarja, sonka vagy karaj",389,Ft/cs,1kg=5990Ft,kometa-kemences-sult-csulok-tarja-sonka-vagy-karaj-2004007106466-1-5k.png,2021-11-11 15:36:06.575656,tesco
Könyvet ajándékba!,1119,Ft/db-tól,,konyvet-ajandekba-2004020325672-1-5k.png,2021-11-11 15:36:06.583322,tesco
Kotányi Malom őrlőfejes fekete bors,719,Ft,,kotanyi-feketebors-2004006748032-1-5k.png,2021-11-11 15:36:06.586100,tesco
Kuchenmeister marcipános gyümölcskenyér,499,Ft/cs,1kg=2495Ft,kuchenmeister-marcipanos-gyumolcskenyer-2004020241610-2-5k.png,2021-11-11 15:36:06.587097,tesco
Kuchenmeister vajas gyümölcskenyér,1099,Ft/cs,1kg=2198Ft,kuchenmeister-vajas-gyumolcskenyer-2004020240907-1-5k.png,2021-11-11 15:36:06.588822,tesco
L'Chefs kókuszos csók,699,Ft,1kg=3495Ft,l-chefs-kokuszos-csok-2004020324835-1-5k.png,2021-11-11 15:36:06.589820,tesco
Lactacyd Classic intimmosakodó,1311,Ft,1l=3278Ft,lactacyd-200-ml-es-intim-mosakodokra-es-15-db-os-torlokendokre-2004009193556-1-5k.png,2021-11-11 15:36:06.589820,tesco
Laser-X fegyverkészlet,5999,Ft/szett,,laser-x-fegyverkeszlet-2005100238309-1-5k.png,2021-11-11 15:36:06.589820,tesco
Laser-X long range játék fegvyer,8599,Ft/szett,,laser-x-long-range-jatekfegvyer-2005100220236-1-5k.png,2021-11-11 15:36:06.589820,tesco
Laser-X micro double blaster játék fegyver,8199,Ft/szett,,laser-x-micro-double-blaster-jatekfegyver-2005100618956-1-5k.png,2021-11-11 15:36:06.589820,tesco
LED-es mikulásdísz,1399,Ft,,led-es-mikulas-disz-2005100612488-1-5k.png,2021-11-11 15:36:06.589820,tesco
Leerdammer szeletelt sajt,999,Ft/cs,1kg=3842Ft,leerdammer-szeletelt-sajt-2004020317655-1-5k.png,2021-11-11 15:36:06.589820,tesco
LEGO® City Családi ház 60291,13490,Ft,,lego-r-city-csaladi-haz-60291-2005100593611-1-5k.png,2021-11-11 15:36:06.599900,tesco
LEGO® City kaszkadőr verseny 60299,5599,Ft,,lego-r-kaszkador-verseny-60299-2005100622400-1-5k.png,2021-11-11 15:36:06.600944,tesco
