product_name,price,unit,unit_price,image_name,integration_date,supermarket
LEGO® City rabszállító rendőrautó 60276,5499,Ft,,lego-r-rabszallito-rendorauto-60276-2005100562362-1-5k.png,2021-11-11 15:36:06.606983,tesco
LEGO® City traktor 60287,5199,Ft,,lego-r-traktor-60287-2005100562343-2-5k.png,2021-11-11 15:36:06.608977,tesco
LEGO® City tűzoltó helikopter 60281,8199,Ft,,lego-r-tuzolto-helikopter-60281-2005100562353-1-5k.png,2021-11-11 15:36:06.610678,tesco
LEGO® City Vadvilági mentő terepjáró 60301,12690,Ft,,lego-r-city-vadvilagi-mento-terepjaro-60301-2005100593614-1-5k.png,2021-11-11 15:36:06.611715,tesco
LEGO® Classic Kreatív játék bőrönd 10713,5399,Ft,,lego-r-kreativ-jatekborond-10713-2005100103416-1-5k.png,2021-11-11 15:36:06.612697,tesco
LEGO® Creator Szupermotor 31114,5499,Ft,,lego-r-creator-szupermotor-31114-2005100562338-1-5k.png,2021-11-11 15:36:06.613740,tesco
LEGO® Disney Minnie egér fagylaltozója 10773,5599,Ft,,lego-r-minnie-eger-fagylaltozoja-10773-2005100593628-1-5k.png,2021-11-11 15:36:06.613740,tesco
LEGO® Disney Princess™ Anna és Elsa Jégvarázs országa 43194,11190,Ft,,lego-r-disney-princess-tm-anna-es-elsa-jegvarazs-orszaga-43194-2005100593653-1-5k.png,2021-11-11 15:36:06.613740,tesco
LEGO® DOTS Rengeteg DOTS 41935,5399,Ft,,lego-r-rengeteg-dots-41935-2005100593669-1-5k.png,2021-11-11 15:36:06.613740,tesco
LEGO® DOTS zenés karkötő 41933,1799,Ft,,lego-r-zenes-karkoto-41933-2005100589068-1-5k.png,2021-11-11 15:36:06.613740,tesco
LEGO® Duplo farm traktor és állatgondozás 10950,5199,Ft,,lego-r-farm-traktor-es-allat-gondozo-10950-2005100589069-1-5k.png,2021-11-11 15:36:06.613740,tesco
LEGO® DUPLO Gőzmozdony 10874,16490,Ft,,lego-r-duplo-gozmozdony-10874-2005100157854-2-5k.png,2021-11-11 15:36:06.622072,tesco
LEGO® Duplo ló- és póniistálló 10951,8199,Ft,,lego-r-lo-es-poni-istallo-10951-2005100593599-2-5k.png,2021-11-11 15:36:06.624596,tesco
LEGO® DUPLO Szemeteskocsi és újrahasznosítás 10945,5599,Ft,,lego-r-duplo-szemeteskocsi-es-ujrahasznositas-10945-2005100593654-2-5k.png,2021-11-11 15:36:06.629317,tesco
LEGO® Friends erdei ház 41679,8199,Ft,,lego-r-erdei-haz-41679-2005100593643-2-5k.png,2021-11-11 15:36:06.629317,tesco
LEGO® Friends Heartlake City pékség 41440,5199,Ft,,lego-r-heartlake-city-pekseg-41440-2005100593626-2-5k.png,2021-11-11 15:36:06.633305,tesco
LEGO® Friends lovasiskola és utánfutó 41441,8199,Ft,,lego-r-lovas-trening-es-lakoauto-41441-2005100593646-2-5k.png,2021-11-11 15:36:06.634338,tesco
LEGO® Friends Varázslatos akrobatika 41686,5199,Ft,,lego-r-friends-varazslatos-akrobatika-41686-2005100622373-2-5k.png,2021-11-11 15:36:06.635807,tesco
LEGO® Harry Potter - A Tiltott Rengeteg: Összecsapás Umbridge-dzsel,8199,Ft/szett,,lego-r-harry-potter-a-tiltott-rengeteg-osszecsapas-umbridge-dzsel-2005100479454-1-5k.png,2021-11-11 15:36:06.637837,tesco
LEGO® Harry Potter Roxfort™: Százfűlé-főzet kis hibával 76386,5599,Ft,,lego-r-harry-potter-roxfort-tm-szazfule-fozet-kis-hibaval-76386-2005100593633-1-5k.png,2021-11-11 15:36:06.637837,tesco
LEGO® Jurassic World T-Rex dinoszaurusz őskövület-kiállítás 76940,8199,Ft,,lego-r-t-rex-kiallitas-76940-2005100622380-2-5k.png,2021-11-11 15:36:06.637837,tesco
LEGO® Marvel Bosszúállók Tony Stark Sakaarian Vasembere 76194,9699,Ft,,lego-r-marvel-bosszuallok-tony-stark-sakaarian-vasembere-76194-2005100622409-1-5k.png,2021-11-11 15:36:06.644314,tesco
LEGO® Marvel Pókember és Drona harca 76195,5599,Ft,,lego-r-pokember-es-drona-harca-76195-2005100622410-1-5k.png,2021-11-11 15:36:06.645311,tesco
LEGO® Minecraft kereskedőállomás 21167,5599,Ft,,lego-r-minecraft-kereskedo-allomas-21167-2005100562379-1-5k.png,2021-11-11 15:36:06.646307,tesco
LEGO® Minecraft méhfarm 21165,5599,Ft,,lego-r-minecraft-meh-farm-21165-2005100562329-1-5k.png,2021-11-11 15:36:06.646307,tesco
LEGO® Monster Jam® Grave Digger® 42118,5599,Ft,,lego-r-monster-jam-r-grave-digger-r-42118-2005100562346-1-5k.png,2021-11-11 15:36:06.646307,tesco
LEGO® Ninjago Lloyd dzsungeljáró motorja 71745,5599,Ft,,lego-r-lloyd-dzsungel-jaro-motorja-71745-2005100593595-1-5k.png,2021-11-11 15:36:06.649235,tesco
LEGO® Speed Champions Toyota GR Supra 76901,5399,Ft,,lego-r-toyota-gr-supra-76901-2005100593620-1-5k.png,2021-11-11 15:36:06.650266,tesco
LEGO® Star Wars AT-AT™ vs. Tauntaun™ Microharcosok 75298,5399,Ft,,lego-r-at-at-tm-vs-tauntaun-tm-microharcosok-75298-2005100593638-1-5k.png,2021-11-11 15:36:06.650266,tesco
LEGO® Super Mario™ Boss Sumo Bro Toronydöntő kiegészítő szett 71388,8199,Ft,,lego-r-super-mario-tm-boss-sumo-bro-toronydonto-kiegeszito-szett-71388-2005100622368-1-5k.png,2021-11-11 15:36:06.650266,tesco
LEGO® Super Mario™ kalandjai kezdőpálya 71360,15690,Ft/szett,,lego-r-super-mario-tm-kalandjai-kezdopalya-71360-2005100482758-1-5k.png,2021-11-11 15:36:06.650266,tesco
LEGO® Technic Jeep® Wrangler 42122,14190,Ft,,lego-r-jeep-r-wrangler-42122-2005100562377-1-5k.png,2021-11-11 15:36:06.650266,tesco
Lena óriás játék munkagépek,5199,Ft/db,,lena-orias-jatek-munkagepek-2005115612528-1-5k.png,2021-11-11 15:36:06.650266,tesco
Libero Comfort Jumbo pack pelenka,3499,Ft/cs,1db=58Ft,libero-comfort-jumbo-pack-pelenka-2004020284457-1-5k.png,2021-11-11 15:36:06.650266,tesco
Libero Up & Go pelenka,3659,Ft/cs,1db=91Ft,libero-up-go-pelenka-2004020284452-1-5k.png,2021-11-11 15:36:06.650266,tesco
Lindt Lindor desszertgolyó,1699,Ft/cs,1kg=8495Ft,lindt-lindor-200g-desszert-2004008270517-1-5k.png,2021-11-11 15:36:06.658438,tesco
Lindt Lindor praliné fémdobozban,1899,Ft/db,1kg=16193Ft,lindor-tin-assorted-150g-2004020166468-1-5k.png,2021-11-11 15:36:06.659435,tesco
Lipton ice tea,289,Ft/db,1l=193Ft,lipton-ice-tea-1-5l-2004020206915-1-5k.png,2021-11-11 15:36:06.660432,tesco
Listerine szájvíz,1679,Ft,,listerine-1000-ml-es-szajvizekre-2004010678523-1-5k.png,2021-11-11 15:36:06.661386,tesco
LOL figura meglepetéscsomag,4999,Ft,,lol-figura-meglepetes-csomag-2005100505523-1-5k.png,2021-11-11 15:36:06.662423,tesco
LOL Surprise Dance Tots gyűjthető táncos babák,3699,Ft/szett,,lol-surprise-dance-tots-szett-2005100564369-1-5k.png,2021-11-11 15:36:06.662423,tesco
Löwenbräu dobozos világos sör,199,Ft/db,,,2021-11-11 15:36:06.662423,tesco
Lurpak vajkészítmény,849,Ft,1kg=4245Ft,lurpak-vajkeszitmeny-2004003000171-1-5k.png,2021-11-11 15:36:06.666016,tesco
Magna szilva pálinka 2 db pohárral díszdobozban,4799,Ft/cs,1l=11998Ft,magna-palinka-0-5l-2poharral-2004020304497-1-5k.png,2021-11-11 15:36:06.667055,tesco
Magyar bosc kobak körte,329,Ft/kg,,magyar-bosc-kobak-korte-2004003260360-1-5k.png,2021-11-11 15:36:06.668052,tesco
Magyar ESL tej,229,Ft,,magyar-esl-tej-2004010263880-1-5k.png,2021-11-11 15:36:06.668052,tesco
Magyar fehér csiperkegomba,799,Ft/kg,,magyar-feher-csiperkegomba-2004006455633-1-5k.png,2021-11-11 15:36:06.668052,tesco
Magyar golden alma,399,Ft/kg,,magyar-golden-alma-2004007681635-1-5k.png,2021-11-11 15:36:06.668052,tesco
Magyar idared alma,249,Ft/kg,,magyar-idared-alma-2004006481618-1-5k.png,2021-11-11 15:36:06.668052,tesco
Magyar jonagold alma,399,Ft/kg,,magyar-jonagold-alma-2004006222303-1-5k.png,2021-11-11 15:36:06.668052,tesco
Magyar népmesék társasjáték,8699,Ft,,magyar-nepmesek-tarsasjatek-2005100408119-1-5k.png,2021-11-11 15:36:06.668052,tesco
Magyar sárgarépa,169,Ft/kg,,magyar-sargarepa-2004003258701-1-5k.png,2021-11-11 15:36:06.668052,tesco
Mancs Őrjárat csapatszállító,20490,Ft,,mancs-orjarat-csapatszallito-2005100613910-1-5k.png,2021-11-11 15:36:06.676109,tesco
Mancs Őrjárat dinós főhadiszállás játékszett,7799,Ft/szett,,mancs-orjarat-dinos-fohadiszallas-jatekszett-2005100564373-2-5k.png,2021-11-11 15:36:06.677260,tesco
Mancs Őrjárat dinós jármű,5599,Ft/szett,,mancs-orjarat-dinos-jarmu-2005100503969-1-5k.png,2021-11-11 15:36:06.678292,tesco
Mancs Őrjárat Hero Pups figurák,3499,Ft/szett,,mancs-orjarat-hero-pups-figurak-2005100613893-1-5k.png,2021-11-11 15:36:06.678292,tesco
Mancs Őrjárat kisautószett,9299,Ft/szett,,mancs-orjarat-kisauto-szett-2005100613909-1-5k.png,2021-11-11 15:36:06.678292,tesco
Mancs Őrjárat Liberty plüss,3399,Ft,,mancs-orjarat-liberty-pluss-2005100614181-1-5k.png,2021-11-11 15:36:06.678292,tesco
Mancs Őrjárat második jármű,8699,Ft/db,,mancs-orjarat-masodik-jarmu-2005100459614-1-5k.png,2021-11-11 15:36:06.678292,tesco
Mancs Őrjárat Rubble delux járműve,11890,Ft/szett,,mancs-orjarat-rubble-delux-jarmuve-2005100613881-1-5k.png,2021-11-11 15:36:06.678292,tesco
Mancs Őrjárat távirányítós autó,7699,Ft/db,,mancs-orjarat-taviranyitos-auto-2005100564378-1-5k.png,2021-11-11 15:36:06.678292,tesco
Mancs Őrjárat tekekészlet,1999,Ft/szett,,mancs-orjarat-teke-keszlet-2005119495059-1-5k.png,2021-11-11 15:36:06.678292,tesco
Mancs Őrjárat ultimate fan Chase ajándékszett,15990,Ft/szett,,mancs-orjarat-ultimate-fan-chase-ajandekszett-2005100614182-2-5k.png,2021-11-11 15:36:06.686341,tesco
Maretti Bruschette pirított kenyérkarika,245,Ft/cs,1kg=3500Ft,maretti-bruschette-piritott-kenyerkarika-2004010663321-1-5k.png,2021-11-11 15:36:06.686635,tesco
Marha lábszár csont nélkül,219,Ft/db,1kg=2199Ft,marha-labszar-csont-nelkul-2004010277900.png,2021-11-11 15:36:06.687672,tesco
Merci desszert,1349,Ft/cs,1kg=5396Ft,merci-desszert-2004002748678-1-5k.png,2021-11-11 15:36:06.687672,tesco
Merci ét- és fehércsokoládé-desszert,1249,Ft,1kg=7079Ft,merci-black-white-240g-2004020324245-1-5k.png,2021-11-11 15:36:06.687672,tesco
Mesekönyv újdonságok,4490,Ft/db-tól,,mesekonyv-ujdonsagok-2004020325791-1-5k.png,2021-11-11 15:36:06.687672,tesco
"Mesekönyvek, lapozók",1799,Ft/db-tól,,mesekonyvek-lapozok-2004020307514-1-5k.png,2021-11-11 15:36:06.687672,tesco
Metal Machines építési pusztítás játékszett,4899,Ft/szett,,metal-machines-epitesi-pusztitas-jatekszett-2005100596046-1-5k.png,2021-11-11 15:36:06.687672,tesco
Metal Machines Gorilla Attack játékszett,13990,Ft/szett,,metal-machines-gorilla-attack-jatekkeszlet-2005100603235-1-5k.png,2021-11-11 15:36:06.695799,tesco
Mézeskalács- vagy kókuszkocka-ízű krémlikőr 2 pohárral díszdobozban,2199,Ft/cs,1l=5598Ft,kokuszkocka-kremlikor-0-5l-dd-2004020323648-1-5k.png,2021-11-11 15:36:06.696795,tesco
Mikuláscsomag,469,Ft,1kg=3813Ft,minden-mikulas-edessegcsomag-20-kedvezmennyel-2004020323971-1-5k.png,2021-11-11 15:36:06.697794,tesco
Mikulászacskó,79,Ft,,mikulaszacsko-2004020305480-1-5k.png,2021-11-11 15:36:06.699296,tesco
Milka ajándékcsomag plüssjátékkal,2499,Ft/cs,1kg=31240Ft,milka-plush-toy-96g-2004020234538-1-5k.png,2021-11-11 15:36:06.700333,tesco
Milka Christmas Box válogatás,1349,Ft,1kg=8757Ft,milka-karacsonyi-kinalotal-202g-2004020323658-1-5k.png,2021-11-11 15:36:06.700333,tesco
Milka nagytáblás csokoládé,645,Ft/db,,milka-nagytablas-csokolade-2004007727098-1-5k.png,2021-11-11 15:36:06.700333,tesco
Milka Oreo alpesi tejcsokoládé tejes krémtöltelékkel,659,Ft,1kg=9640Ft,milka-oreo-rounds-86g-2004020038678-1-5k.png,2021-11-11 15:36:06.700333,tesco
Milka tejkrémes bonbon mogyoródarabokkal,659,Ft,1kg=7663Ft,mka-tejkremes-bonbon-mogyorodarabokkal-86g-2004020303256-1-5k.png,2021-11-11 15:36:06.700333,tesco
Milli dobozos kávéital,229,Ft/db,1l=916Ft,milli-dobozos-kaveital-2004020303711-1-5k.png,2021-11-11 15:36:06.704967,tesco
Milli kaukázusi kefir,279,Ft,1kg=620Ft,milli-kaukazusi-kefir-2004002995713-1-5k.png,2021-11-11 15:36:06.704967,tesco
Milli laktózmentes krémtúró,159,Ft,1kg=1767Ft,milli-laktozmentes-kremturo-2004020051956-1-5k.png,2021-11-11 15:36:06.704967,tesco
Milli Perfecto főzőtejszín,639,Ft/cs,1l=1598Ft,milli-perfecto-fozotejszin-2004010714474-1-5k.png,2021-11-11 15:36:06.704967,tesco
Milli vajkrém,399,Ft,1kg=1995Ft,milli-vajkrem-2004010621482-1-5k.png,2021-11-11 15:36:06.704967,tesco
Milli XXL krémtúró,249,Ft/db,1kg=1383Ft,milli-xxl-kremturo-2004010767845-1-5k.png,2021-11-11 15:36:06.704967,tesco
Mizo mogyorós Túró Rudi,89,Ft,1kg=2967Ft,mizo-mogyoros-turorudi-2004010587542-1-5k.png,2021-11-11 15:36:06.722141,tesco
Mizo Túró Rudi multipack,349,Ft,1kg=2327Ft,mizo-madartej-turorudi-multipack-2004120098438-1-5k.png,2021-11-11 15:36:06.722141,tesco
Mizo UHT tej,229,Ft,,mizo-uht-tej-2004005000650-1-5k.png,2021-11-11 15:36:06.722141,tesco
Mogyi napraforgómag,245,Ft/cs,1kg=1675Ft,mogyi-napraforgomag-2004009791899-1-5k.png,2021-11-11 15:36:06.722141,tesco
Mogyi pörkölt földimogyoró,299,Ft/cs,,,2021-11-11 15:36:06.722141,tesco
"Mogyi pörkölt, sós pisztácia, mogyoróbél, mandula vagy kesudió",549,Ft/cs,,mogyi-porkolt-sos-pisztacia-mandula-kesudio-vagy-porkolt-mogyorobel-legalabb-2004005384941-1-5k.png,2021-11-11 15:36:06.722141,tesco
Monopoly Builder társasjáték,10390,Ft,,monopoly-builder-tarsasjatek-2005100612558-1-5k.png,2021-11-11 15:36:06.722141,tesco
Monster Jam alapmutatványok játékszett,5399,Ft/szett,,monster-jam-alap-mutatvanyok-jatekszett-2005100380523-1-5k.png,2021-11-11 15:36:06.722141,tesco
Monster Jam autómosó készlet,13490,Ft/szett,,monster-jam-automoso-keszlet-2005100608483-1-5k.png,2021-11-11 15:36:06.722141,tesco
Monster Jam kisautók,4199,Ft/szett,,monster-jam-kisautok-2005100608485-2-5k.png,2021-11-11 15:36:06.730694,tesco
Monster Jam Rev & Rumble teherautók,2399,Ft/db,,monster-jam-rev-rumble-teherautok-2005100380508-1-5k.png,2021-11-11 15:36:06.730821,tesco
Monsterflex nyújtható figura,1399,Ft,,monsterflex-nyujthato-figura-2005100564493-1-5k.png,2021-11-11 15:36:06.732123,tesco
MotorShop cápa és T-rex teherautó válogatás,4499,Ft/db,,motorshop-capa-es-t-rex-teherauto-valogatas-2005100596156-1-5k.png,2021-11-11 15:36:06.733120,tesco
Mozart Chocolate Cream csokoládé krémlikőr 1 db pohárral díszdobozban,4990,Ft/cs,1l=12580Ft,mozart-choc-cream-0-5-l-1-pohar-2004020303473-1-5k.png,2021-11-11 15:36:06.733625,tesco
Ms Molly's háztartási keksz 1 kg,549,Ft/db,1kg=549Ft,ms-molly-s-haztartasi-keksz-1-kg-2005100363564.png,2021-11-11 15:36:06.734661,tesco
Műanyag szánkó fékkel,2799,Ft/db,,muanyag-szanko-fekkel-2005110102666-1-5k.png,2021-11-11 15:36:06.735659,tesco
Munkagépszállító vonatkészlet,8999,Ft/szett,,munkagepszallito-vonatkeszlet-2005100371266-1-5k.png,2021-11-11 15:36:06.735659,tesco
Műszőrmés függődísz,1399,Ft,,muszormes-fuggodisz-2005100598792-1-5k.png,2021-11-11 15:36:06.736540,tesco
My little Pony Sparkling játékszett,5099,Ft/szett,,my-little-pony-sparkling-jatekszett-2005100607957-1-5k.png,2021-11-11 15:36:06.737576,tesco
MyCity társasjáték,8699,Ft,,my-city-tarsasjatek-2005100611052-1-5k.png,2021-11-11 15:36:06.737576,tesco
Nádudvari májas,139,Ft/db,1kg=1264Ft,nadudvari-majas-2004120598503-1-5k.png,2021-11-11 15:36:06.737576,tesco
Narancs,449,Ft/kg,,narancs-2004007330359-1-5k.png,2021-11-11 15:36:06.737576,tesco
Natúr szendvics zsemle 55 g,33,Ft/db,1kg=600Ft,natur-szendvics-zsemle-55-g-2004120742742.png,2021-11-11 15:36:06.737576,tesco
Negro cukorka,139,Ft/db,,negro-45g-2004020321457-1-5k.png,2021-11-11 15:36:06.737576,tesco
Neogranormon babapopsi-védő krém,2799,Ft,1l=13995Ft,neogranormon-babapopsi-vedokrem-2004020260540-1-5k.png,2021-11-11 15:36:06.737576,tesco
Nerf Alpha Strike szivacslövő játék fegyver,5699,Ft/szett,,nerf-alpha-strike-szivacslovo-jatekfegyver-2005100607880-1-5k.png,2021-11-11 15:36:06.737576,tesco
Nerf Elite 2.0 szivacslövő játék fegyver,8899,Ft/szett,,nerf-elite-2-0-szivacslovo-jatekfegyver-2005100607882-1-5k.png,2021-11-11 15:36:06.737576,tesco
NERF Elite Commander RD-6 fegyver,4399,Ft/db,,nerf-commander-jatekfegyver-2005100502038-1-5k.png,2021-11-11 15:36:06.737576,tesco
Nerf Ultra Select szivacslövő játékpisztoly,14990,Ft/szett,,nerf-ultra-select-jatekpisztoly-szivacslovedekkel-2005100607883-1-5k.png,2021-11-11 15:36:06.745623,tesco
Nescafé Dolce Gusto kapszula,1299,Ft/cs,,,2021-11-11 15:36:06.745623,tesco
Nescafé instant kávéspecialitás,519,Ft/cs,1kg=3053Ft,nescafe-instant-kavespecialitas-2004020255231-1-5k.png,2021-11-11 15:36:06.745623,tesco
Nesquik instant kakaópor,1049,Ft/cs,,,2021-11-11 15:36:06.745623,tesco
Nestlé BEBA Junior ital vagy tápszer,4799,Ft,,nestle-beba-junior-ital-vagy-tapszer-1-kg-2004120313905-1-5k.png,2021-11-11 15:36:06.745623,tesco
Nestlé gabonapehely,999,Ft/db,1kg=2220Ft,nestle-gabonapehely-2004008876894-1-5k.png,2021-11-11 15:36:06.745623,tesco
Nestlé gabonapehely-szelet vagy Nestlé Fitness gabonapehely-szelet,99,Ft/db,,nestle-nestle-fitness-gabonapehely-szelet-es-muzli-szelet-2004007171259-1-5k.png,2021-11-11 15:36:06.745623,tesco
New Bright dzsungelterepjáró,10490,Ft,,new-bright-dzsungel-terepjaro-2005100371255-1-5k.png,2021-11-11 15:36:06.745623,tesco
New Bright Mega Muscle sportautó,6699,Ft,,new-bright-mega-muscle-sportauto-2005100380743-1-5k.png,2021-11-11 15:36:06.745623,tesco
"Nivea dezodorspray, roll-on vagy stift",629,Ft/db,,nivea-dezodorspray-roll-on-vagy-stift-2004010510397-1-5k.png,2021-11-11 15:36:06.753857,tesco
NIVEA testápoló,1999,Ft,1l=3198Ft,nivea-testapolo-625ml-2004020278268-1-5k.png,2021-11-11 15:36:06.754890,tesco
Nutella mogyorókrém,1539,Ft,1kg=2199Ft,2004020316634-1-5k.png,2021-11-11 15:36:06.755892,tesco
Ó-hazai Mézes ágyas barack- vagy szilvalikőr 2 pohárral díszdobozban,3499,Ft/cs,1l=8780Ft,o-hazai-mezes-agyas-barack-0-5l-2-pohar-2004020323716-1-5k.png,2021-11-11 15:36:06.755892,tesco
Oké! félzsíros túró,349,Ft,1kg=1396Ft,oke-turo-2004007476163-1-5k.png,2021-11-11 15:36:06.755892,tesco
Olvasó ifjúság!,1149,Ft/db-tól,,olvaso-ifjusag-2004020065762-1-5k.png,2021-11-11 15:36:06.755892,tesco
Olympos gyümölcsital,189,Ft,1l=126Ft,olympos-gyumolcsital-2004003208263-1-5k.png,2021-11-11 15:36:06.755892,tesco
Ombre karácsonyi gömbdísz,1299,Ft,,ombre-karacsonyi-gombdisz-2005100598793-1-5k.png,2021-11-11 15:36:06.755892,tesco
Omnia Nespresso kompatibilis kávékapszula,869,Ft,1kg=16712Ft,omnia-nespresso-kompatibilis-kavekapszula-2004020306707-1-5k.png,2021-11-11 15:36:06.755892,tesco
Ooops! Sensitive papírtörlő,379,Ft/cs,1db=95Ft,ooops-sensitive-papirtorlo-2004010332845-1-5k.png,2021-11-11 15:36:06.755892,tesco
Oreo Crispy & Thin keksz,249,Ft/cs,1kg=2594Ft,oreo-kekszek-thin-2004020284758-1-5k.png,2021-11-11 15:36:06.765256,tesco
Oreo vaníliaízű töltelékkel töltött kakaós keksz kakaós tejbevonómasszába mártva,999,Ft,1kg=4874Ft,oreo-csokoladeba-martva-246g-2004020303259-1-5k.png,2021-11-11 15:36:06.766204,tesco
Összecsúkható roller,17590,Ft/db,,osszecsukhato-roller-2005100612568-1-5k.png,2021-11-11 15:36:06.767240,tesco
Összehajtható fászánkó,17590,Ft,,osszehajthato-fa-szanko-2005100612567-1-5k.png,2021-11-11 15:36:06.767843,tesco
Palmolive folyékony szappan utántöltő,575,Ft/db,,,2021-11-11 15:36:06.768880,tesco
Pampers Active Baby Giant Pack pelenka,5599,Ft/cs,1db=74Ft,pampers-active-baby-giant-pack-pelenka-2004120525527-1-5k.png,2021-11-11 15:36:06.768880,tesco
Pampers bugyipelenka box vagy Prémium Box pelenka,8999,Ft/cs,1db=70Ft,pampers-bugyipelenka-box-vagy-premium-box-pelenka-2004020313352-1-5k.png,2021-11-11 15:36:06.768880,tesco
Pampers nedves baba-törlő kendő multipack,3049,Ft/cs,1db=6.35Ft,pampers-nedves-baba-torlokendokre-2004020277567-1-5k.png,2021-11-11 15:36:06.768880,tesco
Pampers nedves babatörlő kendő multipack,1599,Ft/cs,1db=17Ft,pampers-nedves-baba-torlokendo-3x42-48-db-2004020259067-1-5k.png,2021-11-11 15:36:06.768880,tesco
Panettone kandírozott gyümölccsel,399,Ft/db,1kg=3990Ft,panettone-kandirozott-gyumolccsel-2005100429378-2-5k.png,2021-11-11 15:36:06.768880,tesco
Pannónia vagy Karaván tömbsajt,2899,Ft/kg,,pannonia-vagy-karavan-tomb-sajt-2004002741044-1-5k.png,2021-11-11 15:36:06.777055,tesco
Pantastico szeletelt toastkenyér,279,Ft,1kg=698Ft,pantastico-szeletelt-toast-kenyer-2004020307221-1-5k.png,2021-11-11 15:36:06.777055,tesco
Pápai extra sonka,279,Ft,1kg=2790Ft,papai-extra-sonka-2004020154158-1-5k.png,2021-11-11 15:36:06.777055,tesco
Paprika lédig,89,Ft/db,1kg=899Ft,paprika-ledig-2004008251400.png,2021-11-11 15:36:06.777055,tesco
Peek a Roo interaktív plüssfigura,12690,Ft,,peek-a-roo-pluss-figura-2005100613914-1-5k.png,2021-11-11 15:36:06.777055,tesco
Pencil Nose társasjáték,4799,Ft,,pencil-nose-tarsasjatek-2005100611216-1-5k.png,2021-11-11 15:36:06.777055,tesco
Peppa malac díszpárna,1099,Ft,,peppa-malac-diszparna-2005100598365-1-5k.png,2021-11-11 15:36:06.777055,tesco
Peppa malac telefonja,3499,Ft,,peppa-malac-telefonja-2005100601006-1-5k.png,2021-11-11 15:36:06.787228,tesco
"Pepsi, Mirinda narancs vagy 7 Up szénsavas üdítőital",349,Ft/db,1l=155Ft,pepsi-vagy-mirinda-narancs-7-up-szensavas-uditoital-2-25l-2004020163055-1-5k.png,2021-11-11 15:36:06.787228,tesco
"Pepsi, Mirinda narancs, vagy 7Up szénsavas üdítőital",289,Ft/db,1l=165Ft,pepsi-mirinda-narancs-7up-1-75l-2004120601299-1-5k.png,2021-11-11 15:36:06.787228,tesco
Perwoll mosógél,1999,Ft/db,,,2021-11-11 15:36:06.787228,tesco
"Pet Specialist állateledel felnőtt macskák számára, falatkák csirkével és borjúval szószban 415 g",179,Ft/db,1kg=431.33Ft,pet-specialist-allateledel-felnott-macskak-szamara-falatkak-csirkevel-es-borjuval-szoszban-415-g-2005100429184.jpg,2021-11-11 15:36:06.787228,tesco
Pet Specialist száraz kutyaeledel,1099,Ft,1kg=366Ft,pet-specialist-szaraz-kutyaeledel-2005100605060-1-5k.png,2021-11-11 15:36:06.787228,tesco
Philips BG3010/15 Testszőrnyíró,7499,Ft,,philips-bg3010-15-testszornyiro-2005100597594-1-5k.png,2021-11-11 15:36:06.787228,tesco
Philips BHD300/00 hajszárító,4499,Ft,,philips-bhd300-00-hajszarito-2005100597598-1-5k.png,2021-11-11 15:36:06.795371,tesco
PICK Borjú májas,259,Ft/db,1kg=2590Ft,pick-borju-majas-2004002912758.png,2021-11-11 15:36:06.795371,tesco
PICK Füst ízesítésű párizsi,199,Ft/db,1kg=1990Ft,pick-fust-izesitesu-parizsi-2004120386455.png,2021-11-11 15:36:06.797221,tesco
PICK Majorannás májas,259,Ft/db,1kg=2590Ft,pick-majorannas-majas-2004002806910.png,2021-11-11 15:36:06.798261,tesco
Pick Rákóczi szalámi,1949,Ft/db,1kg=4873Ft,pick-rakoczi-szalami-2004010109263-2-5k.png,2021-11-11 15:36:06.798261,tesco
PICK Sertés párizsi,199,Ft/db,1kg=1990Ft,pick-sertes-parizsi-2004005959255.png,2021-11-11 15:36:06.798261,tesco
Pick szalametti,399,Ft/cs,1kg=5700Ft,pick-szalametti-2004020316638-1-5k.png,2021-11-11 15:36:06.798261,tesco
Pick téliszalámi,599,Ft/10dkg,1kg=5990Ft,pick-teliszalami-2004003004162-1-5k.png,2021-11-11 15:36:06.802650,tesco
Pilsner Urquell dobozos sör,289,Ft/db,,,2021-11-11 15:36:06.804963,tesco
Piros újburgonya,44,Ft/db,1kg=299Ft,piros-ujburgonya-2004006078894.png,2021-11-11 15:36:06.804963,tesco
Play-Doh gyurma fodrászkészlet,4499,Ft/szett,,play-doh-gyurma-fodraszkeszlet-2005100540695-1-5k.png,2021-11-11 15:36:06.804963,tesco
Play-Doh szörnyautó gyurmakészlet vagy Play-Doh Mancs Őrjárat gyurmakészlet,4199,Ft/szett,,play-doh-szornyauto-2005100601600-1-5k.png,2021-11-11 15:36:06.804963,tesco
Plussz multivitamin pezsgőtabletta,449,Ft/cs,1db=22Ft,plussz-multivitamin-pezsgotabletta-2004010695605-1-5k.png,2021-11-11 15:36:06.804963,tesco
Podravka ajvár,579,Ft,1kg=1654Ft,podravka-ajvar-350-gr-2004009804773-1-5k.png,2021-11-11 15:36:06.804963,tesco
Poesie alutasakos és alutálcás macskaeledel,189,Ft,1kg=2224Ft,poesie-alutasakos-es-alutalcas-macskaeledel-2004020312637-1-5k.png,2021-11-11 15:36:06.804963,tesco
Pom-Bär snack,229,Ft/cs,,,2021-11-11 15:36:06.813284,tesco
Pom-Bär snack party pack,599,Ft/cs,1kg=3328Ft,pom-bar-original-180g-2004020306227-1-5k.png,2021-11-11 15:36:06.815115,tesco
